Index_column,id,cellid,start,end,phase,task,completion,HasNext,HasNextTask,Group_Number,GroupKey,Task_Group_Number,task_group_completion,MainColor,MaxGroupDate,MaxTaskGroupDate,MinGroupDate,MinTaskGroupDate,Media_Color
406,Prod 4Media 12,Prod 4-Media 12-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 4,Media 12,1445,true,true,1,26,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
407,Prod 4Media 12,Prod 4-Media 12-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 4,Media 12,1305,true,true,1,27,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
408,Prod 4Media 12,Prod 4-Media 12-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 4,Media 12,1289,true,true,1,28,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
409,Prod 4Media 12,Prod 4-Media 12-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 4,Media 12,1285,true,true,1,29,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
410,Prod 4Media 12,Prod 4-Media 12-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 4,Media 12,1233,true,true,1,30,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
411,Prod 4Media 12,Prod 4-Media 12-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 4,Media 12,1341,true,true,1,31,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
412,Prod 4Media 12,Prod 4-Media 12-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 4,Media 12,1364,true,true,1,32,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
413,Prod 4Media 12,Prod 4-Media 12-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 4,Media 12,1327,true,true,1,33,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
414,Prod 4Media 12,Prod 4-Media 12-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 4,Media 12,1312,true,true,1,34,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
415,Prod 4Media 12,Prod 4-Media 12-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 4,Media 12,1280,true,true,1,35,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
416,Prod 4Media 12,Prod 4-Media 12-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 4,Media 12,1317,true,true,1,36,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
417,Prod 4Media 12,Prod 4-Media 12-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 4,Media 12,1304,true,true,1,37,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
418,Prod 4Media 12,Prod 4-Media 12-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 4,Media 12,1276,true,true,1,38,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
419,Prod 4Media 12,Prod 4-Media 12-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 4,Media 12,1218,true,true,1,39,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
420,Prod 4Media 12,Prod 4-Media 12-23-2024,2024-06-02 00:00:00,2024-06-08 00:00:00,Prod 4,Media 12,1371,true,true,1,40,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
421,Prod 4Media 12,Prod 4-Media 12-24-2024,2024-06-09 00:00:00,2024-06-15 00:00:00,Prod 4,Media 12,1347,true,true,1,41,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
422,Prod 4Media 12,Prod 4-Media 12-25-2024,2024-06-16 00:00:00,2024-06-22 00:00:00,Prod 4,Media 12,1337,true,true,1,42,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
423,Prod 4Media 12,Prod 4-Media 12-26-2024,2024-06-23 00:00:00,2024-06-29 00:00:00,Prod 4,Media 12,1282,true,true,1,43,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
424,Prod 4Media 12,Prod 4-Media 12-27-2024,2024-06-30 00:00:00,2024-07-06 00:00:00,Prod 4,Media 12,1319,true,true,1,44,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
425,Prod 4Media 12,Prod 4-Media 12-28-2024,2024-07-07 00:00:00,2024-07-13 00:00:00,Prod 4,Media 12,1315,true,true,1,45,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
426,Prod 4Media 12,Prod 4-Media 12-29-2024,2024-07-14 00:00:00,2024-07-20 00:00:00,Prod 4,Media 12,1287,true,true,1,46,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
427,Prod 4Media 12,Prod 4-Media 12-30-2024,2024-07-21 00:00:00,2024-07-27 00:00:00,Prod 4,Media 12,1267,true,true,1,47,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
428,Prod 4Media 12,Prod 4-Media 12-31-2024,2024-07-28 00:00:00,2024-08-03 00:00:00,Prod 4,Media 12,1271,true,true,1,48,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
429,Prod 4Media 12,Prod 4-Media 12-32-2024,2024-08-04 00:00:00,2024-08-10 00:00:00,Prod 4,Media 12,1317,true,true,1,49,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
430,Prod 4Media 12,Prod 4-Media 12-33-2024,2024-08-11 00:00:00,2024-08-17 00:00:00,Prod 4,Media 12,1274,true,true,1,50,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
431,Prod 4Media 16,Prod 4-Media 16-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 4,Media 16,9236,true,true,1,13,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
432,Prod 4Media 16,Prod 4-Media 16-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 4,Media 16,9328,true,true,1,14,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
433,Prod 4Media 16,Prod 4-Media 16-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 4,Media 16,13859,true,true,1,15,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
434,Prod 4Media 16,Prod 4-Media 16-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 4,Media 16,7809,true,true,1,16,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
435,Prod 4Media 16,Prod 4-Media 16-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 4,Media 16,5299,true,true,1,17,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
436,Prod 4Media 16,Prod 4-Media 16-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 16,7886,true,true,1,18,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
437,Prod 4Media 16,Prod 4-Media 16-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 16,13486,true,true,1,19,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
438,Prod 4Media 16,Prod 4-Media 16-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 16,10863,true,true,1,20,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
439,Prod 4Media 16,Prod 4-Media 16-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 16,8262,true,true,1,21,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
440,Prod 4Media 16,Prod 4-Media 16-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 16,2288,true,true,1,22,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
441,Prod 4Media 14,Prod 4-Media 14-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 4,Media 14,800,true,true,1,13,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
442,Prod 4Media 14,Prod 4-Media 14-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 4,Media 14,394,true,true,1,14,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
443,Prod 4Media 14,Prod 4-Media 14-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 4,Media 14,912,true,true,1,15,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
444,Prod 4Media 14,Prod 4-Media 14-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 4,Media 14,622,true,true,1,16,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
445,Prod 4Media 14,Prod 4-Media 14-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 4,Media 14,1262,true,true,1,17,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
446,Prod 4Media 14,Prod 4-Media 14-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 14,1153,true,true,1,18,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
447,Prod 4Media 14,Prod 4-Media 14-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 14,1101,true,true,1,19,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
448,Prod 4Media 14,Prod 4-Media 14-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 14,223,true,true,1,20,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
449,Prod 4Media 14,Prod 4-Media 14-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 14,822,true,true,1,21,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
450,Prod 4Media 14,Prod 4-Media 14-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 14,822,true,false,1,22,1,8111,#4298b5,2024-10-13 00:00:00,2024-02-04 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#1D436F
451,Prod 4Media 10,Prod 4-Media 10-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 4,Media 10,1300,true,true,1,13,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
452,Prod 4Media 10,Prod 4-Media 10-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 4,Media 10,655,true,true,1,14,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
453,Prod 4Media 10,Prod 4-Media 10-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 4,Media 10,1378,true,true,1,15,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
454,Prod 4Media 10,Prod 4-Media 10-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 4,Media 10,733,true,true,1,16,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
455,Prod 4Media 10,Prod 4-Media 10-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 4,Media 10,1994,true,true,1,17,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
456,Prod 4Media 10,Prod 4-Media 10-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 10,1517,true,true,1,18,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
457,Prod 4Media 10,Prod 4-Media 10-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 10,1405,true,true,1,19,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
458,Prod 4Media 10,Prod 4-Media 10-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 10,1477,true,true,1,20,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
459,Prod 4Media 10,Prod 4-Media 10-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 10,1452,true,true,1,21,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
460,Prod 4Media 10,Prod 4-Media 10-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 10,261,true,true,1,22,1,197148,#4298b5,2024-10-13 00:00:00,2024-02-25 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#88C7D8
461,Prod 7Media 12,Prod 7-Media 12-36-2023,2023-09-03 00:00:00,2023-09-09 00:00:00,Prod 7,Media 12,118,true,true,1,1,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
462,Prod 7Media 12,Prod 7-Media 12-37-2023,2023-09-10 00:00:00,2023-09-16 00:00:00,Prod 7,Media 12,111,true,true,1,2,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
463,Prod 7Media 12,Prod 7-Media 12-38-2023,2023-09-17 00:00:00,2023-09-23 00:00:00,Prod 7,Media 12,120,true,true,1,3,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
464,Prod 7Media 12,Prod 7-Media 12-39-2023,2023-09-24 00:00:00,2023-09-30 00:00:00,Prod 7,Media 12,103,true,true,1,4,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
465,Prod 7Media 12,Prod 7-Media 12-40-2023,2023-10-01 00:00:00,2023-10-07 00:00:00,Prod 7,Media 12,482,true,true,1,5,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
466,Prod 7Media 12,Prod 7-Media 12-41-2023,2023-10-08 00:00:00,2023-10-14 00:00:00,Prod 7,Media 12,472,true,true,1,6,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
467,Prod 7Media 12,Prod 7-Media 12-42-2023,2023-10-15 00:00:00,2023-10-21 00:00:00,Prod 7,Media 12,461,true,true,1,7,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
468,Prod 7Media 12,Prod 7-Media 12-43-2023,2023-10-22 00:00:00,2023-10-28 00:00:00,Prod 7,Media 12,450,true,true,1,8,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
469,Prod 7Media 12,Prod 7-Media 12-44-2023,2023-10-29 00:00:00,2023-11-04 00:00:00,Prod 7,Media 12,1354,true,true,1,9,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
470,Prod 7Media 12,Prod 7-Media 12-45-2023,2023-11-05 00:00:00,2023-11-11 00:00:00,Prod 7,Media 12,1903,true,true,1,10,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
471,Prod 7Media 12,Prod 7-Media 12-46-2023,2023-11-12 00:00:00,2023-11-18 00:00:00,Prod 7,Media 12,1917,true,true,1,11,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
472,Prod 7Media 12,Prod 7-Media 12-47-2023,2023-11-19 00:00:00,2023-11-25 00:00:00,Prod 7,Media 12,1921,true,true,1,12,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
473,Prod 7Media 12,Prod 7-Media 12-48-2023,2023-11-26 00:00:00,2023-12-02 00:00:00,Prod 7,Media 12,2022,true,true,1,13,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
474,Prod 7Media 12,Prod 7-Media 12-49-2023,2023-12-03 00:00:00,2023-12-09 00:00:00,Prod 7,Media 12,2337,true,true,1,14,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
475,Prod 7Media 12,Prod 7-Media 12-50-2023,2023-12-10 00:00:00,2023-12-16 00:00:00,Prod 7,Media 12,2286,true,true,1,15,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
476,Prod 7Media 12,Prod 7-Media 12-51-2023,2023-12-17 00:00:00,2023-12-23 00:00:00,Prod 7,Media 12,2286,true,true,1,16,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
477,Prod 7Media 12,Prod 7-Media 12-52-2023,2023-12-24 00:00:00,2023-12-30 00:00:00,Prod 7,Media 12,2173,true,true,1,17,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
478,Prod 7Media 12,Prod 7-Media 12-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 7,Media 12,2678,true,true,1,18,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
479,Prod 7Media 12,Prod 7-Media 12-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 7,Media 12,1939,true,true,1,19,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
480,Prod 7Media 12,Prod 7-Media 12-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 7,Media 12,1607,true,true,1,20,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
481,Prod 7Media 12,Prod 7-Media 12-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 7,Media 12,1532,true,true,1,21,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
482,Prod 7Media 12,Prod 7-Media 12-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 7,Media 12,1815,true,true,1,22,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
483,Prod 7Media 12,Prod 7-Media 12-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 7,Media 12,2081,true,true,1,23,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
484,Prod 7Media 12,Prod 7-Media 12-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 7,Media 12,2047,true,true,1,24,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
485,Prod 7Media 12,Prod 7-Media 12-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 7,Media 12,2011,true,true,1,25,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
486,Prod 7Media 12,Prod 7-Media 12-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 7,Media 12,1937,true,true,1,26,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
487,Prod 7Media 12,Prod 7-Media 12-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 7,Media 12,1959,true,true,1,27,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
488,Prod 7Media 12,Prod 7-Media 12-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 7,Media 12,1950,true,true,1,28,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
489,Prod 7Media 12,Prod 7-Media 12-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 7,Media 12,1930,true,true,1,29,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
490,Prod 7Media 12,Prod 7-Media 12-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 7,Media 12,1862,true,true,1,30,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
491,Prod 7Media 12,Prod 7-Media 12-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 7,Media 12,1704,true,true,1,31,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
492,Prod 7Media 12,Prod 7-Media 12-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 7,Media 12,1602,true,true,1,32,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
493,Prod 7Media 12,Prod 7-Media 12-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 7,Media 12,1576,true,true,1,33,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
494,Prod 7Media 12,Prod 7-Media 12-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 7,Media 12,1518,true,true,1,34,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
495,Prod 7Media 12,Prod 7-Media 12-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 7,Media 12,1519,true,true,1,35,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
496,Prod 7Media 12,Prod 7-Media 12-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 7,Media 12,1577,true,true,1,36,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
497,Prod 7Media 12,Prod 7-Media 12-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 7,Media 12,1565,true,true,1,37,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
498,Prod 7Media 12,Prod 7-Media 12-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 7,Media 12,1531,true,true,1,38,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
499,Prod 7Media 12,Prod 7-Media 12-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 7,Media 12,1472,true,true,1,39,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
500,Prod 7Media 12,Prod 7-Media 12-23-2024,2024-06-02 00:00:00,2024-06-08 00:00:00,Prod 7,Media 12,1636,true,true,1,40,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
501,Prod 7Media 12,Prod 7-Media 12-24-2024,2024-06-09 00:00:00,2024-06-15 00:00:00,Prod 7,Media 12,1617,true,true,1,41,1,77345,#004f71,2024-08-18 00:00:00,2024-08-18 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
